ShipmentID,SupplierID,OrderDate,ExpectedDelivery,ActualDelivery,Status
SHP00977,SUP050,2024-04-07,2024-04-19,2024-04-22,Delayed
SHP00978,SUP068,2024-05-19,2024-05-27,2024-06-02,Delayed
SHP00979,SUP071,2024-02-19,2024-03-02,2024-03-02,Delivered
SHP00980,SUP086,2024-02-19,2024-02-28,2024-02-27,Delivered
SHP00981,SUP033,2024-04-22,2024-05-05,2024-05-12,Delayed
SHP00982,SUP081,2024-03-12,2024-03-23,2024-03-25,Delayed
SHP00983,SUP024,2024-04-14,2024-04-22,2024-04-30,Delayed
SHP00984,SUP061,2024-04-16,2024-04-27,2024-05-03,Delayed
SHP00985,SUP061,2024-06-15,2024-06-22,2024-06-25,Delayed
SHP00986,SUP098,2024-02-10,2024-02-20,2024-02-25,Delayed
SHP00987,SUP028,2024-06-13,2024-06-27,2024-07-02,Delayed
SHP00988,SUP058,2024-05-22,2024-05-30,2024-06-03,Delayed
SHP00989,SUP043,2024-03-10,2024-03-19,2024-03-21,Delayed
SHP00990,SUP041,2024-05-08,2024-05-22,2024-05-21,Delivered
SHP00991,SUP039,2024-01-04,2024-01-17,2024-01-24,Delayed
SHP00992,SUP086,2024-04-17,2024-04-24,2024-05-01,Delayed
SHP00993,SUP049,2024-01-31,2024-02-07,2024-02-09,Delayed
SHP00994,SUP017,2024-02-29,2024-03-11,2024-03-20,Delayed
SHP00995,SUP098,2024-04-18,2024-04-25,2024-04-29,Delayed
SHP00996,SUP070,2024-05-02,2024-05-10,2024-05-19,Delayed
SHP00997,SUP070,2024-05-06,2024-05-17,2024-05-26,Delayed
SHP00998,SUP098,2024-05-08,2024-05-22,2024-05-26,Delayed
SHP00999,SUP065,2024-02-02,2024-02-09,2024-02-17,Delayed
SHP01000,SUP074,2024-02-09,2024-02-22,2024-02-21,Delivered
SHP01001,SUP085,2024-05-08,2024-05-22,2024-05-26,Delayed
SHP01002,SUP005,2024-06-22,2024-07-01,2024-07-04,Delayed
SHP01003,SUP002,2024-03-13,2024-03-26,2024-03-30,Delayed
SHP01004,SUP022,2024-05-12,2024-05-24,2024-06-01,Delayed
SHP01005,SUP057,2024-04-06,2024-04-14,2024-04-19,Delayed
SHP01006,SUP066,2024-06-13,2024-06-22,2024-06-23,Delayed
SHP01007,SUP074,2024-01-08,2024-01-17,2024-01-15,Delivered
SHP01008,SUP098,2024-03-28,2024-04-08,2024-04-13,Delayed
SHP01009,SUP016,2024-03-02,2024-03-12,2024-03-17,Delayed
SHP01010,SUP051,2024-04-19,2024-04-30,2024-04-30,Delivered
SHP01011,SUP039,2024-01-12,2024-01-20,2024-01-20,Delivered
SHP01012,SUP086,2024-02-16,2024-02-24,2024-02-26,Delayed
SHP01013,SUP076,2024-05-15,2024-05-26,2024-05-26,Delivered
SHP01014,SUP088,2024-05-19,2024-05-29,2024-05-31,Delayed
SHP01015,SUP040,2024-05-12,2024-05-25,2024-05-30,Delayed
SHP01016,SUP038,2024-05-08,2024-05-19,2024-05-17,Delivered
SHP01017,SUP060,2024-02-03,2024-02-11,2024-02-10,Delivered
SHP01018,SUP059,2024-01-07,2024-01-17,2024-01-16,Delivered
SHP01019,SUP010,2024-03-10,2024-03-18,2024-03-27,Delayed
SHP01020,SUP099,2024-04-07,2024-04-17,2024-04-18,Delayed
SHP01021,SUP064,2024-06-26,2024-07-06,2024-07-12,Delayed
SHP01022,SUP063,2024-01-28,2024-02-11,2024-02-10,Delivered
SHP01023,SUP049,2024-03-25,2024-04-05,2024-04-14,Delayed
SHP01024,SUP064,2024-03-20,2024-03-31,2024-04-08,Delayed
SHP01025,SUP032,2024-02-16,2024-02-27,2024-03-07,Delayed
SHP01026,SUP007,2024-04-24,2024-05-04,2024-05-10,Delayed
SHP01027,SUP021,2024-03-04,2024-03-14,2024-03-18,Delayed
SHP01028,SUP020,2024-05-11,2024-05-19,2024-05-26,Delayed
SHP01029,SUP026,2024-03-10,2024-03-19,2024-03-24,Delayed
SHP01030,SUP068,2024-05-03,2024-05-14,2024-05-12,Delivered
SHP01031,SUP086,2024-01-31,2024-02-14,2024-02-16,Delayed
SHP01032,SUP015,2024-06-29,2024-07-11,2024-07-17,Delayed
SHP01033,SUP085,2024-06-17,2024-06-25,2024-07-04,Delayed
SHP01034,SUP079,2024-03-30,2024-04-07,2024-04-08,Delayed
SHP01035,SUP086,2024-02-26,2024-03-04,2024-03-03,Delivered
SHP01036,SUP092,2024-05-21,2024-06-01,2024-06-04,Delayed
SHP01037,SUP014,2024-02-20,2024-03-04,2024-03-03,Delivered
SHP01038,SUP027,2024-02-29,2024-03-08,2024-03-08,Delivered
SHP01039,SUP040,2024-05-31,2024-06-07,2024-06-12,Delayed
SHP01040,SUP058,2024-06-09,2024-06-21,2024-06-21,Delivered
SHP01041,SUP028,2024-05-25,2024-06-08,2024-06-07,Delivered
SHP01042,SUP026,2024-05-10,2024-05-22,2024-05-25,Delayed
SHP01043,SUP063,2024-06-22,2024-07-05,2024-07-05,Delivered
SHP01044,SUP066,2024-01-23,2024-02-03,2024-02-01,Delivered
SHP01045,SUP025,2024-06-25,2024-07-05,2024-07-14,Delayed
SHP01046,SUP003,2024-04-16,2024-04-23,2024-04-23,Delivered
SHP01047,SUP072,2024-05-15,2024-05-25,2024-05-28,Delayed
SHP01048,SUP044,2024-05-09,2024-05-21,2024-05-21,Delivered
SHP01049,SUP097,2024-04-01,2024-04-13,2024-04-19,Delayed
SHP01050,SUP042,2024-06-12,2024-06-21,2024-06-25,Delayed
SHP01051,SUP099,2024-05-07,2024-05-16,2024-05-18,Delayed
SHP01052,SUP006,2024-06-03,2024-06-17,2024-06-16,Delivered
SHP01053,SUP039,2024-01-03,2024-01-16,2024-01-22,Delayed
SHP01054,SUP052,2024-04-04,2024-04-13,2024-04-15,Delayed
SHP01055,SUP023,2024-05-28,2024-06-06,2024-06-10,Delayed
SHP01056,SUP089,2024-03-13,2024-03-26,2024-04-01,Delayed
SHP01057,SUP050,2024-02-27,2024-03-06,2024-03-07,Delayed
SHP01058,SUP043,2024-04-28,2024-05-07,2024-05-13,Delayed
SHP01059,SUP019,2024-01-18,2024-01-26,2024-01-24,Delivered
SHP01060,SUP069,2024-04-30,2024-05-08,2024-05-17,Delayed
SHP01061,SUP051,2024-06-14,2024-06-25,2024-06-28,Delayed
SHP01062,SUP011,2024-02-03,2024-02-11,2024-02-10,Delivered
SHP01063,SUP012,2024-02-06,2024-02-14,2024-02-19,Delayed
SHP01064,SUP074,2024-01-09,2024-01-18,2024-01-20,Delayed
SHP01065,SUP008,2024-05-20,2024-05-28,2024-05-28,Delivered
SHP01066,SUP024,2024-02-14,2024-02-24,2024-02-23,Delivered
SHP01067,SUP092,2024-06-12,2024-06-25,2024-06-30,Delayed
SHP01068,SUP041,2024-01-10,2024-01-19,2024-01-23,Delayed
SHP01069,SUP036,2024-02-22,2024-03-06,2024-03-12,Delayed
SHP01070,SUP085,2024-01-12,2024-01-19,2024-01-24,Delayed
SHP01071,SUP072,2024-06-22,2024-07-01,2024-07-09,Delayed
SHP01072,SUP055,2024-04-13,2024-04-21,2024-04-22,Delayed
SHP01073,SUP009,2024-03-24,2024-04-03,2024-04-02,Delivered
SHP01074,SUP047,2024-02-16,2024-02-29,2024-02-28,Delivered
SHP01075,SUP015,2024-03-11,2024-03-20,2024-03-19,Delivered
SHP01076,SUP048,2024-05-14,2024-05-24,2024-06-01,Delayed
SHP01077,SUP082,2024-06-24,2024-07-07,2024-07-16,Delayed
SHP01078,SUP042,2024-03-10,2024-03-17,2024-03-20,Delayed
SHP01079,SUP060,2024-05-05,2024-05-17,2024-05-21,Delayed
SHP01080,SUP084,2024-04-18,2024-05-02,2024-05-11,Delayed
SHP01081,SUP070,2024-01-29,2024-02-12,2024-02-15,Delayed
SHP01082,SUP012,2024-05-02,2024-05-09,2024-05-08,Delivered
SHP01083,SUP002,2024-06-16,2024-06-28,2024-06-29,Delayed
SHP01084,SUP007,2024-02-09,2024-02-20,2024-02-20,Delivered
SHP01085,SUP080,2024-06-17,2024-06-29,2024-07-07,Delayed
SHP01086,SUP003,2024-03-25,2024-04-05,2024-04-06,Delayed
SHP01087,SUP003,2024-01-19,2024-01-28,2024-01-30,Delayed
SHP01088,SUP027,2024-05-16,2024-05-27,2024-05-31,Delayed
SHP01089,SUP040,2024-02-18,2024-03-03,2024-03-09,Delayed
SHP01090,SUP033,2024-01-28,2024-02-11,2024-02-19,Delayed
SHP01091,SUP092,2024-03-11,2024-03-21,2024-03-20,Delivered
SHP01092,SUP001,2024-03-09,2024-03-20,2024-03-25,Delayed
SHP01093,SUP008,2024-03-19,2024-03-29,2024-03-29,Delivered
SHP01094,SUP032,2024-01-25,2024-02-08,2024-02-14,Delayed
SHP01095,SUP048,2024-06-08,2024-06-21,2024-06-28,Delayed
SHP01096,SUP004,2024-05-04,2024-05-17,2024-05-26,Delayed
SHP01097,SUP094,2024-06-11,2024-06-23,2024-06-24,Delayed
SHP01098,SUP070,2024-06-06,2024-06-18,2024-06-18,Delivered
SHP01099,SUP019,2024-04-04,2024-04-16,2024-04-23,Delayed
SHP01100,SUP032,2024-06-07,2024-06-18,2024-06-21,Delayed
SHP01101,SUP009,2024-01-18,2024-01-30,2024-02-06,Delayed
SHP01102,SUP012,2024-02-11,2024-02-22,2024-02-28,Delayed
SHP01103,SUP011,2024-01-15,2024-01-26,2024-01-30,Delayed
SHP01104,SUP046,2024-03-27,2024-04-04,2024-04-05,Delayed
SHP01105,SUP016,2024-02-06,2024-02-14,2024-02-14,Delivered
SHP01106,SUP001,2024-01-04,2024-01-15,2024-01-22,Delayed
SHP01107,SUP063,2024-04-11,2024-04-24,2024-04-25,Delayed
SHP01108,SUP021,2024-03-01,2024-03-11,2024-03-11,Delivered
SHP01109,SUP030,2024-02-20,2024-03-05,2024-03-14,Delayed
SHP01110,SUP013,2024-04-01,2024-04-15,2024-04-15,Delivered
SHP01111,SUP034,2024-03-30,2024-04-08,2024-04-17,Delayed
SHP01112,SUP004,2024-01-28,2024-02-04,2024-02-10,Delayed
SHP01113,SUP028,2024-06-03,2024-06-11,2024-06-12,Delayed
SHP01114,SUP095,2024-06-02,2024-06-13,2024-06-19,Delayed
SHP01115,SUP059,2024-03-31,2024-04-07,2024-04-16,Delayed
SHP01116,SUP027,2024-06-09,2024-06-17,2024-06-24,Delayed
SHP01117,SUP069,2024-04-04,2024-04-13,2024-04-15,Delayed
SHP01118,SUP025,2024-01-20,2024-02-03,2024-02-07,Delayed
SHP01119,SUP003,2024-03-19,2024-03-29,2024-03-31,Delayed
SHP01120,SUP097,2024-05-13,2024-05-24,2024-05-22,Delivered
SHP01121,SUP068,2024-03-23,2024-04-01,2024-03-31,Delivered
SHP01122,SUP025,2024-06-03,2024-06-17,2024-06-25,Delayed
SHP01123,SUP020,2024-04-03,2024-04-16,2024-04-18,Delayed
SHP01124,SUP034,2024-02-22,2024-03-01,2024-03-04,Delayed
SHP01125,SUP026,2024-05-25,2024-06-05,2024-06-09,Delayed
SHP01126,SUP005,2024-02-26,2024-03-04,2024-03-03,Delivered
SHP01127,SUP099,2024-06-27,2024-07-10,2024-07-17,Delayed
SHP01128,SUP061,2024-02-13,2024-02-27,2024-03-04,Delayed
SHP01129,SUP092,2024-02-27,2024-03-11,2024-03-14,Delayed
SHP01130,SUP093,2024-02-16,2024-02-28,2024-02-27,Delivered
SHP01131,SUP009,2024-05-13,2024-05-23,2024-05-22,Delivered
SHP01132,SUP050,2024-06-28,2024-07-12,2024-07-12,Delivered
SHP01133,SUP006,2024-06-03,2024-06-16,2024-06-14,Delivered
SHP01134,SUP083,2024-02-26,2024-03-05,2024-03-11,Delayed
SHP01135,SUP060,2024-01-01,2024-01-11,2024-01-18,Delayed
SHP01136,SUP044,2024-06-12,2024-06-23,2024-07-01,Delayed
SHP01137,SUP011,2024-02-23,2024-03-06,2024-03-07,Delayed
SHP01138,SUP066,2024-06-24,2024-07-08,2024-07-10,Delayed
SHP01139,SUP047,2024-04-06,2024-04-15,2024-04-19,Delayed
SHP01140,SUP073,2024-03-08,2024-03-18,2024-03-16,Delivered
SHP01141,SUP085,2024-01-26,2024-02-02,2024-02-02,Delivered
SHP01142,SUP088,2024-01-03,2024-01-11,2024-01-11,Delivered
SHP01143,SUP098,2024-02-14,2024-02-28,2024-02-27,Delivered
SHP01144,SUP086,2024-03-08,2024-03-15,2024-03-20,Delayed
SHP01145,SUP003,2024-01-14,2024-01-24,2024-01-26,Delayed
SHP01146,SUP076,2024-01-14,2024-01-28,2024-01-26,Delivered
SHP01147,SUP092,2024-05-30,2024-06-11,2024-06-20,Delayed
SHP01148,SUP030,2024-02-14,2024-02-23,2024-02-22,Delivered
SHP01149,SUP090,2024-02-26,2024-03-06,2024-03-04,Delivered
SHP01150,SUP021,2024-05-27,2024-06-03,2024-06-06,Delayed
SHP01151,SUP028,2024-04-04,2024-04-15,2024-04-21,Delayed
SHP01152,SUP090,2024-02-07,2024-02-18,2024-02-26,Delayed
SHP01153,SUP062,2024-06-29,2024-07-11,2024-07-15,Delayed
SHP01154,SUP033,2024-03-21,2024-03-30,2024-04-01,Delayed
SHP01155,SUP085,2024-06-18,2024-06-25,2024-07-04,Delayed
SHP01156,SUP035,2024-03-27,2024-04-03,2024-04-03,Delivered
SHP01157,SUP052,2024-02-14,2024-02-28,2024-03-08,Delayed
SHP01158,SUP034,2024-05-15,2024-05-29,2024-06-07,Delayed
SHP01159,SUP041,2024-04-23,2024-04-30,2024-05-05,Delayed
SHP01160,SUP051,2024-01-29,2024-02-12,2024-02-19,Delayed
SHP01161,SUP047,2024-06-21,2024-07-01,2024-07-02,Delayed
SHP01162,SUP082,2024-01-23,2024-02-06,2024-02-12,Delayed
SHP01163,SUP058,2024-05-31,2024-06-12,2024-06-14,Delayed
SHP01164,SUP075,2024-02-26,2024-03-08,2024-03-11,Delayed
SHP01165,SUP057,2024-03-21,2024-04-01,2024-04-03,Delayed
SHP01166,SUP023,2024-05-16,2024-05-26,2024-06-02,Delayed
SHP01167,SUP048,2024-02-26,2024-03-05,2024-03-14,Delayed
SHP01168,SUP022,2024-06-15,2024-06-25,2024-07-03,Delayed
SHP01169,SUP017,2024-03-07,2024-03-19,2024-03-23,Delayed
SHP01170,SUP069,2024-02-08,2024-02-15,2024-02-19,Delayed
SHP01171,SUP011,2024-01-18,2024-01-28,2024-01-26,Delivered
SHP01172,SUP094,2024-04-11,2024-04-18,2024-04-17,Delivered
SHP01173,SUP015,2024-02-11,2024-02-23,2024-02-27,Delayed
SHP01174,SUP091,2024-04-24,2024-05-07,2024-05-12,Delayed
SHP01175,SUP035,2024-02-04,2024-02-16,2024-02-17,Delayed
SHP01176,SUP033,2024-05-10,2024-05-19,2024-05-22,Delayed
SHP01177,SUP084,2024-06-01,2024-06-08,2024-06-16,Delayed
SHP01178,SUP016,2024-01-08,2024-01-19,2024-01-28,Delayed
SHP01179,SUP034,2024-04-26,2024-05-06,2024-05-13,Delayed
SHP01180,SUP066,2024-01-23,2024-02-05,2024-02-05,Delivered
SHP01181,SUP099,2024-04-28,2024-05-10,2024-05-14,Delayed
SHP01182,SUP040,2024-01-08,2024-01-15,2024-01-23,Delayed
SHP01183,SUP028,2024-05-16,2024-05-29,2024-05-29,Delivered
SHP01184,SUP047,2024-06-03,2024-06-11,2024-06-19,Delayed
SHP01185,SUP039,2024-05-16,2024-05-25,2024-05-29,Delayed
SHP01186,SUP070,2024-05-29,2024-06-06,2024-06-15,Delayed
SHP01187,SUP073,2024-06-23,2024-07-05,2024-07-13,Delayed
SHP01188,SUP020,2024-05-02,2024-05-10,2024-05-19,Delayed
SHP01189,SUP001,2024-06-11,2024-06-19,2024-06-27,Delayed
SHP01190,SUP072,2024-03-21,2024-03-30,2024-04-04,Delayed
SHP01191,SUP087,2024-03-05,2024-03-14,2024-03-14,Delivered
SHP01192,SUP063,2024-05-09,2024-05-23,2024-05-22,Delivered
SHP01193,SUP067,2024-03-16,2024-03-25,2024-04-03,Delayed
SHP01194,SUP004,2024-06-21,2024-07-04,2024-07-07,Delayed
SHP01195,SUP058,2024-02-22,2024-03-07,2024-03-08,Delayed
SHP01196,SUP025,2024-06-20,2024-06-29,2024-07-04,Delayed
SHP01197,SUP047,2024-03-26,2024-04-03,2024-04-02,Delivered
SHP01198,SUP038,2024-06-16,2024-06-27,2024-06-28,Delayed
SHP01199,SUP015,2024-05-09,2024-05-20,2024-05-19,Delivered
SHP01200,SUP063,2024-06-14,2024-06-28,2024-06-27,Delivered
SHP01201,SUP021,2024-01-26,2024-02-04,2024-02-03,Delivered
SHP01202,SUP099,2024-01-30,2024-02-12,2024-02-10,Delivered
SHP01203,SUP057,2024-02-16,2024-02-26,2024-02-27,Delayed
SHP01204,SUP053,2024-02-22,2024-02-29,2024-02-28,Delivered
SHP01205,SUP046,2024-02-05,2024-02-17,2024-02-23,Delayed
SHP01206,SUP014,2024-03-26,2024-04-08,2024-04-14,Delayed
SHP01207,SUP100,2024-02-21,2024-03-02,2024-03-10,Delayed
SHP01208,SUP076,2024-01-10,2024-01-22,2024-01-30,Delayed
SHP01209,SUP017,2024-06-21,2024-07-01,2024-07-05,Delayed
SHP01210,SUP039,2024-04-28,2024-05-08,2024-05-11,Delayed
SHP01211,SUP009,2024-02-17,2024-03-02,2024-03-11,Delayed
SHP01212,SUP099,2024-03-11,2024-03-22,2024-03-22,Delivered
SHP01213,SUP077,2024-05-12,2024-05-19,2024-05-28,Delayed
SHP01214,SUP079,2024-04-17,2024-04-27,2024-05-01,Delayed
SHP01215,SUP082,2024-03-05,2024-03-14,2024-03-12,Delivered
SHP01216,SUP097,2024-03-19,2024-03-31,2024-04-06,Delayed
SHP01217,SUP006,2024-04-13,2024-04-26,2024-04-27,Delayed
SHP01218,SUP091,2024-01-16,2024-01-27,2024-01-30,Delayed
SHP01219,SUP023,2024-03-08,2024-03-20,2024-03-23,Delayed
SHP01220,SUP059,2024-02-03,2024-02-17,2024-02-25,Delayed
SHP01221,SUP091,2024-04-19,2024-04-28,2024-04-28,Delivered
SHP01222,SUP098,2024-05-14,2024-05-23,2024-05-24,Delayed
SHP01223,SUP046,2024-05-20,2024-05-30,2024-06-07,Delayed
SHP01224,SUP038,2024-01-15,2024-01-24,2024-01-31,Delayed
SHP01225,SUP014,2024-06-07,2024-06-14,2024-06-14,Delivered
SHP01226,SUP100,2024-01-15,2024-01-29,2024-02-01,Delayed
SHP01227,SUP072,2024-06-01,2024-06-10,2024-06-08,Delivered
SHP01228,SUP062,2024-03-29,2024-04-08,2024-04-13,Delayed
SHP01229,SUP035,2024-04-17,2024-04-29,2024-05-04,Delayed
SHP01230,SUP019,2024-05-31,2024-06-14,2024-06-20,Delayed
SHP01231,SUP030,2024-06-18,2024-06-27,2024-06-30,Delayed
SHP01232,SUP078,2024-04-17,2024-04-28,2024-04-26,Delivered
SHP01233,SUP084,2024-04-21,2024-05-05,2024-05-05,Delivered
SHP01234,SUP025,2024-03-14,2024-03-28,2024-03-26,Delivered
SHP01235,SUP040,2024-06-26,2024-07-09,2024-07-11,Delayed
SHP01236,SUP088,2024-06-24,2024-07-05,2024-07-05,Delivered
SHP01237,SUP014,2024-05-30,2024-06-10,2024-06-09,Delivered
SHP01238,SUP026,2024-05-28,2024-06-09,2024-06-09,Delivered
SHP01239,SUP087,2024-05-22,2024-05-30,2024-06-05,Delayed
SHP01240,SUP022,2024-02-28,2024-03-12,2024-03-20,Delayed
SHP01241,SUP048,2024-05-01,2024-05-12,2024-05-17,Delayed
SHP01242,SUP083,2024-04-30,2024-05-11,2024-05-11,Delivered
SHP01243,SUP051,2024-06-16,2024-06-24,2024-07-02,Delayed
SHP01244,SUP003,2024-06-29,2024-07-11,2024-07-10,Delivered
SHP01245,SUP042,2024-01-07,2024-01-20,2024-01-22,Delayed
SHP01246,SUP019,2024-03-07,2024-03-18,2024-03-27,Delayed
SHP01247,SUP073,2024-01-16,2024-01-26,2024-02-04,Delayed
SHP01248,SUP028,2024-01-02,2024-01-14,2024-01-23,Delayed
SHP01249,SUP084,2024-04-16,2024-04-29,2024-04-27,Delivered
SHP01250,SUP045,2024-06-04,2024-06-15,2024-06-16,Delayed
SHP01251,SUP071,2024-04-23,2024-05-04,2024-05-09,Delayed
SHP01252,SUP078,2024-02-08,2024-02-16,2024-02-14,Delivered
SHP01253,SUP063,2024-03-31,2024-04-13,2024-04-15,Delayed
SHP01254,SUP073,2024-01-31,2024-02-10,2024-02-19,Delayed
SHP01255,SUP019,2024-05-31,2024-06-12,2024-06-13,Delayed
SHP01256,SUP047,2024-04-11,2024-04-20,2024-04-23,Delayed
SHP01257,SUP014,2024-03-20,2024-03-27,2024-03-31,Delayed
SHP01258,SUP038,2024-06-28,2024-07-08,2024-07-14,Delayed
SHP01259,SUP053,2024-06-09,2024-06-18,2024-06-16,Delivered
SHP01260,SUP061,2024-04-21,2024-05-01,2024-05-09,Delayed
SHP01261,SUP036,2024-06-22,2024-07-05,2024-07-12,Delayed
SHP01262,SUP040,2024-06-18,2024-06-27,2024-06-28,Delayed
SHP01263,SUP081,2024-01-30,2024-02-12,2024-02-15,Delayed
SHP01264,SUP030,2024-02-26,2024-03-06,2024-03-13,Delayed
SHP01265,SUP009,2024-05-12,2024-05-22,2024-05-26,Delayed
SHP01266,SUP064,2024-05-27,2024-06-04,2024-06-08,Delayed
SHP01267,SUP033,2024-06-27,2024-07-07,2024-07-12,Delayed
SHP01268,SUP052,2024-02-04,2024-02-17,2024-02-24,Delayed
SHP01269,SUP089,2024-05-19,2024-05-29,2024-06-03,Delayed
SHP01270,SUP014,2024-01-19,2024-02-02,2024-02-07,Delayed
SHP01271,SUP075,2024-04-14,2024-04-28,2024-05-03,Delayed
SHP01272,SUP053,2024-03-08,2024-03-17,2024-03-26,Delayed
SHP01273,SUP099,2024-03-01,2024-03-15,2024-03-20,Delayed
SHP01274,SUP059,2024-03-27,2024-04-03,2024-04-06,Delayed
SHP01275,SUP078,2024-01-11,2024-01-20,2024-01-26,Delayed
SHP01276,SUP094,2024-03-06,2024-03-20,2024-03-20,Delivered
SHP01277,SUP041,2024-03-01,2024-03-12,2024-03-15,Delayed
SHP01278,SUP068,2024-05-17,2024-05-27,2024-05-29,Delayed
SHP01279,SUP068,2024-06-15,2024-06-27,2024-07-02,Delayed
SHP01280,SUP092,2024-05-12,2024-05-22,2024-05-23,Delayed
SHP01281,SUP008,2024-03-10,2024-03-24,2024-03-25,Delayed
SHP01282,SUP002,2024-05-25,2024-06-02,2024-06-09,Delayed
SHP01283,SUP086,2024-04-18,2024-05-01,2024-05-09,Delayed
SHP01284,SUP041,2024-06-01,2024-06-13,2024-06-20,Delayed
SHP01285,SUP055,2024-04-13,2024-04-22,2024-04-24,Delayed
SHP01286,SUP016,2024-03-14,2024-03-22,2024-03-30,Delayed
SHP01287,SUP093,2024-02-17,2024-02-27,2024-03-01,Delayed
SHP01288,SUP062,2024-04-08,2024-04-22,2024-04-30,Delayed
SHP01289,SUP048,2024-02-14,2024-02-23,2024-02-24,Delayed
SHP01290,SUP030,2024-02-21,2024-03-01,2024-02-29,Delivered
SHP01291,SUP012,2024-01-15,2024-01-26,2024-02-04,Delayed
SHP01292,SUP035,2024-03-15,2024-03-26,2024-04-04,Delayed
SHP01293,SUP011,2024-02-10,2024-02-24,2024-02-23,Delivered
SHP01294,SUP064,2024-03-29,2024-04-12,2024-04-21,Delayed
SHP01295,SUP050,2024-04-22,2024-04-29,2024-04-29,Delivered
SHP01296,SUP085,2024-06-11,2024-06-22,2024-06-21,Delivered
SHP01297,SUP021,2024-06-17,2024-06-30,2024-06-28,Delivered
SHP01298,SUP069,2024-04-20,2024-05-02,2024-05-07,Delayed
SHP01299,SUP048,2024-04-14,2024-04-23,2024-05-02,Delayed
SHP01300,SUP020,2024-01-01,2024-01-12,2024-01-14,Delayed
SHP01301,SUP067,2024-04-15,2024-04-29,2024-05-06,Delayed
SHP01302,SUP044,2024-03-20,2024-03-27,2024-03-25,Delivered
SHP01303,SUP033,2024-06-12,2024-06-26,2024-07-02,Delayed
SHP01304,SUP073,2024-01-11,2024-01-25,2024-01-30,Delayed
SHP01305,SUP061,2024-04-01,2024-04-15,2024-04-16,Delayed
SHP01306,SUP009,2024-05-26,2024-06-05,2024-06-10,Delayed
SHP01307,SUP068,2024-05-22,2024-06-03,2024-06-12,Delayed
SHP01308,SUP035,2024-02-06,2024-02-17,2024-02-24,Delayed
SHP01309,SUP081,2024-04-04,2024-04-13,2024-04-17,Delayed
SHP01310,SUP098,2024-02-25,2024-03-06,2024-03-14,Delayed
SHP01311,SUP088,2024-04-12,2024-04-26,2024-05-04,Delayed
SHP01312,SUP096,2024-01-02,2024-01-15,2024-01-19,Delayed
SHP01313,SUP065,2024-04-04,2024-04-13,2024-04-11,Delivered
SHP01314,SUP008,2024-01-29,2024-02-08,2024-02-11,Delayed
SHP01315,SUP045,2024-06-09,2024-06-22,2024-06-23,Delayed
SHP01316,SUP087,2024-02-28,2024-03-12,2024-03-19,Delayed
SHP01317,SUP047,2024-02-26,2024-03-09,2024-03-16,Delayed
SHP01318,SUP040,2024-02-23,2024-03-03,2024-03-10,Delayed
SHP01319,SUP076,2024-03-25,2024-04-05,2024-04-13,Delayed
SHP01320,SUP054,2024-04-07,2024-04-18,2024-04-27,Delayed
SHP01321,SUP076,2024-01-23,2024-01-30,2024-01-29,Delivered
SHP01322,SUP046,2024-02-13,2024-02-23,2024-03-01,Delayed
SHP01323,SUP047,2024-03-29,2024-04-05,2024-04-09,Delayed
SHP01324,SUP015,2024-06-16,2024-06-24,2024-06-30,Delayed
SHP01325,SUP019,2024-06-07,2024-06-18,2024-06-20,Delayed
SHP01326,SUP026,2024-05-09,2024-05-19,2024-05-24,Delayed
SHP01327,SUP052,2024-04-28,2024-05-10,2024-05-12,Delayed
SHP01328,SUP093,2024-01-09,2024-01-16,2024-01-20,Delayed
SHP01329,SUP022,2024-05-29,2024-06-10,2024-06-14,Delayed
SHP01330,SUP021,2024-04-22,2024-05-04,2024-05-10,Delayed
SHP01331,SUP051,2024-04-30,2024-05-14,2024-05-14,Delivered
SHP01332,SUP038,2024-04-04,2024-04-18,2024-04-16,Delivered
SHP01333,SUP020,2024-06-21,2024-07-03,2024-07-02,Delivered
SHP01334,SUP029,2024-02-21,2024-02-28,2024-03-08,Delayed
SHP01335,SUP051,2024-03-29,2024-04-12,2024-04-15,Delayed
SHP01336,SUP004,2024-04-07,2024-04-15,2024-04-22,Delayed
SHP01337,SUP055,2024-03-03,2024-03-16,2024-03-23,Delayed
SHP01338,SUP071,2024-05-09,2024-05-22,2024-05-31,Delayed
SHP01339,SUP092,2024-03-24,2024-04-07,2024-04-13,Delayed
SHP01340,SUP028,2024-01-04,2024-01-11,2024-01-11,Delivered
SHP01341,SUP004,2024-04-08,2024-04-21,2024-04-28,Delayed
SHP01342,SUP022,2024-01-16,2024-01-25,2024-01-24,Delivered
SHP01343,SUP076,2024-01-06,2024-01-19,2024-01-27,Delayed
SHP01344,SUP045,2024-03-24,2024-04-04,2024-04-02,Delivered
SHP01345,SUP067,2024-03-01,2024-03-08,2024-03-07,Delivered
SHP01346,SUP086,2024-06-07,2024-06-21,2024-06-21,Delivered
SHP01347,SUP066,2024-03-22,2024-04-05,2024-04-09,Delayed
SHP01348,SUP088,2024-04-23,2024-05-06,2024-05-05,Delivered
SHP01349,SUP034,2024-06-09,2024-06-16,2024-06-18,Delayed
SHP01350,SUP091,2024-05-15,2024-05-23,2024-05-22,Delivered
SHP01351,SUP055,2024-06-04,2024-06-13,2024-06-17,Delayed
SHP01352,SUP001,2024-05-30,2024-06-13,2024-06-20,Delayed
SHP01353,SUP072,2024-04-13,2024-04-20,2024-04-25,Delayed
